data_id;iso;event_id_cnty;event_id_no_cnty;event_date;year;time_precision;event_type;sub_event_type;actor1;assoc_actor_1;inter1;actor2;assoc_actor_2;inter2;interaction;region;country;admin1;admin2;admin3;location;latitude;longitude;geo_precision;source;source_scale;notes;fatalities;timestamp;iso3
7802270;642;ROU1548;1548;30.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);Labour Group (Romania);6;;;0;60;Europe;Romania;Bistrita-Nasaud;Bistrita;;Bistrita;47.1333;24.4833;1;Agerpres;National;On 30 March 2021, around 100 people protested in Bistrita, demanding the lifting of the coronavirus restrictions and the facemask mandates. Restaurant workers joined the rally. [size=around 100];0;1617738655;ROM
7802275;642;ROU1596;1596;30.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Vaslui;Husi;;Husi;46.6699;28.0622;1;Agerpres;National;On 30 March 2021, people protested in Husi, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=no report];0;1617738655;ROM
7802276;642;ROU1588;1588;30.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Vaslui;Barlad;;Barlad;46.2273;27.6701;1;Agerpres;National;On 30 March 2021, people protested in Barlad, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=no report];0;1617738655;ROM
7802382;703;SVK159;159;30.03.2021;2021;1;Protests;Peaceful protest;Protesters (Slovakia);;6;;;0;60;Europe;Slovakia;Bratislavsky;Bratislava I;;Bratislava;48.1505;17.1085;1;Hlavny Dennik;National;On 30 March 2021, several dozen activists gathered for a rally in Bratislava, demanding immediate resignation of the government over a number of issues, including poor leadership and coronavirus-related restrictions. [size=several dozen];0;1618480367;SVK
7802488;642;ROU1599;1599;30.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Prahova;Ploiesti;;Ploiesti;44.95;26.0167;1;News.ro;National;On 30 March 2021, around 90 people protested in Ploiesti, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 90];0;1617738656;ROM
7802489;642;ROU1591;1591;30.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Brasov;Brasov;;Brasov;45.6333;25.5833;1;News.ro;National;On 30 March 2021, around 150 people protested in Brasov, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 150];0;1617738656;ROM
7802502;616;POL2343;2343;30.03.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"Women (Poland); Women's Strike; Anarchist Group (Poland)";6;Protesters (Poland);Catholic Christian Group (Poland);6;66;Europe;Poland;Mazowieckie;Warszawa;;Warsaw;52.2319;21.0068;1;Onet;National;On 30 March 2021, activists affiliated with the Women's Strike movement and the Anarchist federation gathered for coordinated demonstrations at several places across Warsaw, protesting against a proposed withdrawal of Poland from the Istanbul Treaty and against gender-based violence. At one of the locations, a group of Catholic Christian counter-protesters gathered, but no violent clashes were reported. [size=no report];0;1617738656;POL
7802565;100;BGR1818;1818;30.03.2021;2021;1;Strategic developments;Arrests;Police Forces of Bulgaria (2017-);;1;Civilians (Bulgaria);;7;17;Europe;Bulgaria;Gabrovo;Gabrovo;;Gabrovo;42.8747;25.3342;2;Sega;National;On 30 March 2021, special prosecutors and Bulgarian police conducted an anti money laundering operation in the region of Gabrovo, seizing 665000 BGN and arresting 34 people. The arrested were involved in vote buying for the upcoming elections on April 4.;0;1617738656;BGR
7802605;642;ROU1597;1597;30.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Iasi;Iasi;;Iasi;47.1667;27.6;1;Ziarul de Iasi;Subnational;On 30 March 2021, around 30 people protested in Iasi, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 30];0;1617738656;ROM
7898056;616;POL2361;2361;30.03.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"Women's Strike; Women (Poland); KOD: Committee for the Defence of Democracy";6;;;0;60;Europe;Poland;Malopolskie;Miechowski;;Miechow;50.3559;20.0285;1;Ogolnopolski Strajk Kobiet;Other;On 30 March 2021, activists affiliated with the Women's Strike and KOD movements gathered for a rally in Miechow, protesting against alleged pedophilia in the Polish Catholic Church. The event was related to an ongoing hearing regarding a recent abuse case at a local court. [size=no report];0;1618949864;POL
8784247;642;ROU1606;1606;30.03.2021;2021;1;Protests;Protest with intervention;Protesters (Romania);;6;Police Forces of Romania (2019-2020) Gendarmerie;;1;16;Europe;Romania;Galati;Galati;;Galati;45.45;28.05;1;"Digi24; News.ro; Adevarul";International;On 30 March 2021, tens of people marched in Galati, demanding the lifting of the coronavirus restrictions and the facemask mandates. At least 4 people were arrested for holding various weapons. [size=tens];0;1642167862;ROM
8844422;616;POL2342;2342;30.03.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"Women (Poland); Feminist Revolutionary Brigade";6;;;0;60;Europe;Poland;Kujawsko-Pomorskie;Torun;;Torun;53.01;18.6053;1;Feministyczna Brygada Rewolucyjna;New media;On 30 March 2021, activists affiliated with the Feminist Revolutionary Brigade gathered for a rally in Torun, protesting against a proposed withdrawal of Poland from the Istanbul Treaty and against gender-based violence. [size=no report];0;1645032566;POL
7802165;642;ROU1534;1534;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);AUR: Alliance for the Union of Romanians;6;;;0;60;Europe;Romania;Brasov;Brasov;;Brasov;45.6333;25.5833;1;"Agerpres; Adevarul; News.ro";National;On 29 March 2021, around 500 people protested in Brasov, demanding the lifting of the coronavirus restrictions and the facemask mandates. AUR members took part in the protest. [size=around 500];0;1617738655;ROM
7802166;642;ROU1535;1535;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);AUR: Alliance for the Union of Romanians;6;;;0;60;Europe;Romania;Prahova;Ploiesti;;Ploiesti;44.95;26.0167;1;"Agerpres; News.ro; Adevarul";National;On 29 March 2021, around 50 people protested in Ploiesti, demanding the lifting of the coronavirus restrictions and the facemask mandates. AUR members took part in the rally. [size=around 50];0;1617738655;ROM
7802167;642;ROU1536;1536;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);AUR: Alliance for the Union of Romanians;6;;;0;60;Europe;Romania;Sibiu;Sibiu;;Sibiu;45.8;24.15;1;"News.ro; Turnul Sfatului; Adevarul; Agerpres";Subnational-National;On 29 March 2021, around 400 people protested in Sibiu, demanding the lifting of the coronavirus restrictions and the facemask mandates. Minor scuffles took place between protesters and the gendarmerie. AUR members organized the rally. [size=around 400];0;1617738655;ROM
7802173;642;ROU1547;1547;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);Labour Group (Romania);6;;;0;60;Europe;Romania;Bihor;Oradea;;Oradea;47.0667;21.9333;1;"News.ro; Adevarul";National;On 29 March 2021, thousands of people, including restaurant workers, protested in Oradea, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=thousands];0;1617738655;ROM
7802182;642;ROU1561;1561;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Alba;Alba Iulia;;Alba Iulia;46.0667;23.5833;1;"Newsweek.ro; Agerpres";National;On 29 March 2021, around 70 people protested in Alba Iulia, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 70];0;1617738655;ROM
7802184;642;ROU1563;1563;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Arad;Arad;;Arad;46.1833;21.3167;1;"Digi24; Agerpres";National;On 29 March 2021, around 200 people protested in Arad, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 200];0;1617738655;ROM
7802185;642;ROU1564;1564;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Bacau;Bacau;;Bacau;46.5667;26.9;1;"Digi24; Ziarul de Iasi";National;On 29 March 2021, people protested in Bacau, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=no report];0;1617738655;ROM
7802186;642;ROU1566;1566;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Botosani;Botosani;;Botosani;47.75;26.6667;1;"Adevarul; Digi24; Agerpres; News.ro";National;On 29 March 2021, 500 people protested in Botosani, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=500];0;1617738655;ROM
7802187;642;ROU1567;1567;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Hunedoara;Calan;;Calan;45.7342;22.9961;1;"Agerpres; Digi24";National;On 29 March 2021, tens of people protested in Calan, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=tens];0;1617738655;ROM
7802188;642;ROU1569;1569;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Cluj;Cluj-Napoca;;Cluj-Napoca;46.7667;23.6;1;"Adevarul; Agerpres";National;On 29 March 2021, around 300 people protested in Cluj-Napoca, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 300];0;1617738655;ROM
7802189;642;ROU1571;1571;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Hunedoara;Deva;;Deva;45.8833;22.9;1;"Adevarul; Agerpres; Digi24";National;On 29 March 2021, around 150 people protested in Deva, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 150];0;1617738655;ROM
7802190;642;ROU1572;1572;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Hunedoara;Hateg;;Hateg;45.6089;22.9491;1;"Agerpres; Digi24";National;On 29 March 2021, tens of people protested in Hateg, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=tens];0;1617738655;ROM
7802191;642;ROU1573;1573;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Hunedoara;Hunedoara;;Hunedoara;45.75;22.9;1;"Adevarul; Digi24; Agerpres";National;On 29 March 2021, around 200 people protested in Hunedoara, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 200];0;1617738655;ROM
7802192;642;ROU1574;1574;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Iasi;Iasi;;Iasi;47.1667;27.6;1;"Adevarul; News.ro; Agerpres";National;On 29 March 2021, around 100 people protested in Iasi, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 100];0;1617738655;ROM
7802193;642;ROU1575;1575;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Hunedoara;Lupeni;;Lupeni;45.3516;23.2086;1;"Agerpres; Digi24";National;On 29 March 2021, tens of people protested in Lupeni, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=tens];0;1617738655;ROM
7802194;642;ROU1577;1577;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Hunedoara;Orastie;;Orastie;45.8364;23.1962;1;"Digi24; Agerpres";National;On 29 March 2021, tens of people protested in Orastie, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=tens];0;1617738655;ROM
7802195;642;ROU1578;1578;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Hunedoara;Petrosani;;Petrosani;45.4129;23.3731;1;"Digi24; Agerpres; Adevarul";National;On 29 March 2021, around 200 people protested in Petrosani, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 200];0;1617738655;ROM
7802196;642;ROU1579;1579;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Arges;Pitesti;;Pitesti;44.85;24.8667;1;"Agerpres; News.ro; Adevarul";National;On 29 March 2021, around 1000 people protested in Pitesti, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 1000];0;1617738655;ROM
7802197;642;ROU1581;1581;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Hunedoara;Simeria;;Simeria;45.8465;23.0174;1;"Agerpres; Digi24";National;On 29 March 2021, tens of people protested in Simeria, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=tens];0;1617738655;ROM
7802198;642;ROU1582;1582;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Dambovita;Targoviste;;Targoviste;44.9333;25.45;1;"News.ro; Adevarul";National;On 29 March 2021, around 400 people protested in Targoviste, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 400];0;1617738655;ROM
7802199;642;ROU1584;1584;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Mures;Targu Mures;;Targu Mures;46.55;24.5667;1;"Digi24; Agerpres";National;On 29 March 2021, around 40 people protested in Targu Mures, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 40];0;1617738655;ROM
7802200;642;ROU1587;1587;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Hunedoara;Vulcan;;Vulcan;45.3741;23.2938;1;"Agerpres; Digi24";National;On 29 March 2021, tens of people protested in Vulcan, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=tens];0;1617738655;ROM
7802242;642;ROU1576;1576;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Calarasi;Oltenita;;Oltenita;44.0897;26.6415;1;Adevarul;National;On 29 March 2021, people protested in Oltenita, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=no report];0;1617738655;ROM
7802251;642;ROU1568;1568;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Calarasi;Calarasi;;Calarasi;44.2;27.3333;1;Adevarul;National;On 29 March 2021, people protested in Calarasi, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=no report];0;1617738655;ROM
7802253;642;ROU1537;1537;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);AUR: Alliance for the Union of Romanians;6;;;0;60;Europe;Romania;Suceava;Suceava;;Suceava;47.6333;26.25;1;Adevarul;National;On 29 March 2021, people, including members of AUR, protested in Suceava, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=no report];0;1617738655;ROM
7802263;642;ROU1583;1583;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Gorj;Targu Jiu;;Targu Jiu;45.05;23.2833;1;Adevarul;National;On 29 March 2021, thousands of people protested in Targu Jiu, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=thousands];0;1617738655;ROM
7802265;642;ROU1580;1580;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Valcea;Ramnicu Valcea;;Ramnicu Valcea;45.1;24.3667;1;Adevarul;National;On 29 March 2021, around 400 people protested in Ramnicu Valcea, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 400];0;1617738655;ROM
7802268;642;ROU1546;1546;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Germany);Labour Group (Germany);6;;;0;60;Europe;Romania;Bucharest;Municipality of Bucharest;;Bucharest;44.4333;26.1;1;AFP;International;On 29 March 2021, 11 German football players protested before a football match in Bucharest-Sector 2, condemning human rights violations during the 2022 World Cup in Qatar. [size=11];0;1618480411;ROM
7802269;642;ROU1565;1565;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Bistrita-Nasaud;Bistrita;;Bistrita;47.1333;24.4833;1;Agerpres;National;On 29 March 2021, around 200 people protested in Bistrita, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 200];0;1617738655;ROM
7802271;642;ROU1570;1570;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Cluj;Dej;;Dej;47.1422;23.8759;1;Agerpres;National;On 29 March 2021, people protested in Dej, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=no report];0;1617738655;ROM
7802273;642;ROU1585;1585;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Tulcea;Tulcea;;Tulcea;45.1667;28.8;1;Agerpres;National;On 29 March 2021, people protested in Tulcea, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=no report];0;1617738655;ROM
7802274;642;ROU1586;1586;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Cluj;Turda;;Turda;46.5652;23.7798;1;Agerpres;National;On 29 March 2021, people protested in Turda, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=no report];0;1617738655;ROM
7802366;616;POL2341;2341;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);"Women (Poland); Feminist Revolutionary Brigade";6;;;0;60;Europe;Poland;Kujawsko-Pomorskie;Bydgoszcz;;Bydgoszcz;53.122;18.0002;1;Feministyczna Brygada Rewolucyjna;New media;On 29 March 2021, activists affiliated with the Torun Feminist Brigade gathered for a rally in Bydgoszcz, protesting against gender-based violence and against the recent restriction of abortions. [size=no report];0;1617738656;POL
7802443;440;LTU88;88;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Lithuania);;6;;;0;60;Europe;Lithuania;Kauno;Kauno;;Pastuva;54.9894;23.6007;2;Klaipedia;National;On 29 March 2021, protesters brought an ersatz coffin and gathered in a forest near Pastuva (Kaunas county) to oppose plans to open a quarry in the forest. [size=no report];0;1618480402;LTU
7934864;100;BGR1817;1817;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Bulgaria);;6;;;0;60;Europe;Bulgaria;Sofia City;Sofia;;Bankya;42.7077;23.1478;1;Fakti.bg;National;On 29 March 2021, people protested in Bankaya (Sofia City, Sofia) outside the residence of Prime Minister Borisov, demanding his arrest. [size=no report];0;1620166869;BGR
8669751;642;ROU1542;1542;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);"AUR: Alliance for the Union of Romanians; Government of Romania (2020-2021)";6;;;0;60;Europe;Romania;Constanta;Constanta;;Constanta;44.1833;28.65;1;"Adevarul; Agerpres";National;On 29 March 2021, hundreds of people protested in Constanta, demanding the lifting of the coronavirus restrictions and the facemask mandates. AUR MPs took part in the rally. [size=hundreds];0;1638315615;ROM
8669752;642;ROU1544;1544;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);"AUR: Alliance for the Union of Romanians; Government of Romania (2020-2021)";6;;;0;60;Europe;Romania;Vrancea;Focsani;;Focsani;45.7;27.1833;1;"Agerpres; Adevarul; News.ro";National;On 29 March 2021, around 500 people protested in Focsani, demanding the lifting of the coronavirus restrictions and the facemask mandates. An AUR MP was present at the rally. [size=around 500];0;1638315615;ROM
8784248;642;ROU1531;1531;29.03.2021;2021;1;Protests;Protest with intervention;Protesters (Romania);AUR: Alliance for the Union of Romanians;6;Police Forces of Romania (2019-2020);;1;16;Europe;Romania;Buzau;Buzau;;Buzau;45.15;26.8333;1;"News.ro; Adevarul";International;On 29 March 2021, around 100 people, led by the AUR branch, protested in Buzau, demanding the lifting of the coronavirus restrictions and the facemask mandates. One man was arrested. [size=around 100];0;1642167862;ROM
8784249;642;ROU1532;1532;29.03.2021;2021;1;Riots;Violent demonstration;Rioters (Romania);"AUR: Alliance for the Union of Romanians; Government of Romania (2020-2021); Labour Group (Romania)";5;Police Forces of Romania (2019-2020) Gendarmerie;Police Forces of Romania (2019-2020);1;15;Europe;Romania;Bucharest;Municipality of Bucharest;;Bucharest;44.4333;26.1;1;"Agerpres; Adevarul; Newsweek.ro; News.ro";International;On 29 March 2021, thousands of people, led by AUR MPs and joined by the metro trade union, demonstrated in Bucharest, demanding the lifting of the coronavirus restrictions. The rioters threw stones at police, at cars, and destroyed shops and bus stops. Around 188 were detained for a short period of time. Around 13 riot police officers got injured. [size=thousands];0;1642167862;ROM
8784250;642;ROU1560;1560;29.03.2021;2021;1;Riots;Violent demonstration;Rioters (Romania);;5;Police Forces of Romania (2019-2020) Gendarmerie;;1;15;Europe;Romania;Braila;Braila;;Braila;45.2667;27.9833;1;"Adevarul; Digi24; Agerpres";International;On 29 March 2021, around 1000 people demonstrated in Braila, demanding the lifting of the coronavirus restrictions and the facemask mandates. Rioters entered into clashes with the gendarmerie. [size=around 1000];0;1642167862;ROM
8784251;642;ROU1562;1562;29.03.2021;2021;1;Riots;Violent demonstration;Rioters (Romania);;5;Police Forces of Romania (2019-2020) Gendarmerie;;1;15;Europe;Romania;Dolj;Craiova;;Craiova;44.3167;23.8;1;"News.ro; Agerpres; Digi24; Adevarul";International;On 29 March 2021, people demonstrated in Craiova, demanding the lifting of the coronavirus restrictions and the facemask mandates. Rioters entered into clashes with themselves, as well as with the gendarmerie. Two people were arrested for fighting with each other. [size=no report];0;1642167862;ROM
8784252;642;ROU1592;1592;29.03.2021;2021;1;Protests;Protest with intervention;Protesters (Romania);;6;Police Forces of Romania (2019-2020);;1;16;Europe;Romania;Timis;Timisoara;;Timisoara;45.7494;21.2272;1;"News.ro; Adevarul; RFE/RL; Agerpres";International;On 29 March 2021, around 500 people protested in Timisoara, demanding the lifting of the coronavirus restrictions and the facemask mandates. Protesters also demanded the resignation of the city's mayor and his expulsion from the country. One man was arrested by the police. [size=around 500];0;1642167862;ROM
8784253;642;ROU1620;1620;29.03.2021;2021;1;Riots;Violent demonstration;Rioters (Romania);;5;Police Forces of Romania (2019-2020) Gendarmerie;;1;15;Europe;Romania;Mehedinti;Drobeta-Turnu Severin;;Drobeta-Turnu Severin;44.6319;22.6561;1;"Digi24; Adevarul";International;On 29 March 2021, people demonstrated in Drobeta-Turnu Severin, demanding the lifting of the coronavirus restrictions and the facemask mandates. Rioters entered into clashes with the gendarmerie. [size=no report];0;1642167862;ROM
8784254;642;ROU1621;1621;29.03.2021;2021;1;Riots;Violent demonstration;Rioters (Romania);;5;Police Forces of Romania (2019-2020) Gendarmerie;;1;15;Europe;Romania;Galati;Galati;;Galati;45.45;28.05;1;"Adevarul; News.ro; Agerpres";International;On 29 March 2021, around 2000 people demonstrated in Galati, demanding the lifting of the coronavirus restrictions and the facemask mandates. Rioters entered into clashes with the gendarmerie and threw stones, injuring 6 gendarmes. Around 5 people were arrested. [size=around 2000];0;1642167862;ROM
8961950;440;LTU89;89;29.03.2021;2021;1;Protests;Peaceful protest;Protesters (Lithuania);"Lithuanian Farmers and Greens Union; Government of Lithuania (2020-)";6;;;0;60;Europe;Lithuania;Vilniaus;Vilniaus;;Vilnius;54.6869;25.2826;1;Sputnik Lithuania;National;On 29 March 2021, protesters gathered in front of the Presidential Palace in Vilnius to protest against coronavirus restrictions and to oppose LGBT rights in the name of traditional values. An MP from the opposition Lithuanian Farmers and Greens Union joined the protest. [size=no report];0;1648593952;LTU
7802155;348;HUN220;220;28.03.2021;2021;1;Protests;Peaceful protest;Protesters (Hungary);;6;;;0;60;Europe;Hungary;Budapest;District 6;;Budapest - VI;47.5097;19.0658;1;"24.hu; 444.hu; Merce";National;On 28 March 2021, activists protested outside the Fidesz headquarters in Budapest - VI, demanding the prolongation of the eviction moratorium during the coronavirus pandemic. [size=no report];0;1618480427;HUN
7802164;642;ROU1533;1533;28.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);AUR: Alliance for the Union of Romanians;6;;;0;60;Europe;Romania;Braila;Braila;;Braila;45.2667;27.9833;1;"News.ro; Adevarul; Digi24";National;On 28 March 2021, around 100 people protested in Braila, demanding the lifting of the coronavirus restrictions and the facemask mandates. AUR MPs joined the rally. [size=around 100];0;1617738655;ROM
7802176;642;ROU1554;1554;28.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Arad;Arad;;Arad;46.1833;21.3167;1;"Digi24; Newsweek.ro; Adevarul; Agerpres";National;On 28 March 2021, around 400 people protested in Arad, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 400];0;1617738655;ROM
7802177;642;ROU1555;1555;28.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Constanta;Constanta;;Constanta;44.1833;28.65;1;"Agerpres; Digi24; News.ro; Newsweek.ro; Adevarul";National;On 28 March 2021, hundreds of people protested in Constanta, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=hundreds];0;1617738655;ROM
7802178;642;ROU1556;1556;28.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Galati;Galati;;Galati;45.45;28.05;1;"Digi24; Agerpres; Adevarul";National;On 28 March 2021, around 500 people protested in Galati, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 500];0;1617738655;ROM
7802179;642;ROU1558;1558;28.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Sibiu;Sibiu;;Sibiu;45.8;24.15;1;"Turnul Sfatului; Adevarul; Agerpres; Digi24";Subnational-National;On 28 March 2021, around 300 people protested in Sibiu, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 300];0;1617738655;ROM
7802180;642;ROU1559;1559;28.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Timis;Timisoara;;Timisoara;45.7494;21.2272;1;"Agerpres; News.ro; Adevarul";National;On 28 March 2021, hundreds of people protested in Timisoara, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=hundreds];0;1617738655;ROM
7802243;642;ROU1553;1553;28.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Alba;Alba Iulia;;Alba Iulia;46.0667;23.5833;1;Adevarul;National;On 28 March 2021, around 30 people protested in Alba Iulia, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=around 30];0;1617738655;ROM
7802257;642;ROU1557;1557;28.03.2021;2021;1;Protests;Peaceful protest;Protesters (Romania);;6;;;0;60;Europe;Romania;Arges;Pitesti;;Pitesti;44.85;24.8667;1;Adevarul;National;On 28 March 2021, people protested in Pitesti, demanding the lifting of the coronavirus restrictions and the facemask mandates. [size=no report];0;1617738655;ROM
7802260;642;ROU1543;1543;28.03.2021;2021;1;Strategic developments;Looting/property destruction;Unidentified Armed Group (Romania);;3;Civilians (Romania);USR: Save Romania Union;7;37;Europe;Romania;Galati;Galati;;Galati;45.45;28.05;1;Adevarul;National;Property destruction: On 28 March 2021, unidentified individuals vandalized the headquarters of USR in Galati.;0;1617738655;ROM
7802318;616;POL2344;2344;28.03.2021;2021;1;Protests;Peaceful protest;Protesters (Belarus);;6;;;0;60;Europe;Poland;Podlaskie;Bialystok;;Bialystok;53.1325;23.1592;1;Charter-97;Regional;On 28 March 2021, Belarusian activists gathered for a demonstrative ride through Bialystok, protesting against political and police violence against their fellow activists in Belarus. [size=no report];0;1617738655;POL
7802354;616;POL2336;2336;28.03.2021;2021;1;Protests;Peaceful protest;Protesters (Poland);LGBT (Poland);6;;;0;60;Europe;Poland;Pomorskie;Gdansk;;Gdansk;54.3475;18.6454;1;Dziennik;National;On 28 March 2021, about a dozen LGBT activists gathered for a rally in Gdansk, protesting against alleged homophobic speeches of a newly appointed Catholic official at a local church. [size=about a dozen];0;1617738656;POL
7802379;616;POL2345;2345;28.03.2021;2021;1;Riots;Violent demonstration;Rioters (Poland);;5;Police Forces of Poland (2015-);;1;15;Europe;Poland;Dolnoslaskie;Glogowski;;Glogow;51.6632;16.0939;1;Glogow Naszemiasto;National;"On 28 March 2021, about several hundred activists, mostly football fans, gathered for a rally in Glogow, criticizing coronavirus-related restrictions, especially closed sport events. Some of them started pelting stones on law enforcers around them; policemen used tear gas. No serious injuries were reported. [size=several hundred]";0;1617738656;POL
